temperature,humidity,vibrations,speed,temperature_status,humidity_status,vibrations_status,speed_status
36.94,69.25,0.93,47.53,MEDIUM,LOW,NORMAL,NORMAL
38.25,71.44,1.01,31.73,HIGH,MEDIUM,NORMAL,NORMAL
35.61,70.66,1.53,84.72,MEDIUM,MEDIUM,HIGH,MEDIUM
34.49,66.07,1.53,91.74,MEDIUM,NORMAL,HIGH,HIGH
36.14,61.45,1.21,81.6,MEDIUM,NORMAL,LOW,MEDIUM
35.75,70.63,0.97,52.43,MEDIUM,MEDIUM,NORMAL,LOW
28.59,74.15,1.01,35.17,NORMAL,HIGH,NORMAL,NORMAL
30.09,69.26,0.91,7.14,LOW,LOW,NORMAL,NORMAL
38.42,70.67,1.39,69.1,HIGH,MEDIUM,MEDIUM,LOW
25.62,70.48,1.03,69.35,NORMAL,MEDIUM,NORMAL,LOW
32.75,68.85,1.46,24.49,LOW,LOW,MEDIUM,NORMAL
35.34,65.12,0.96,53.9,MEDIUM,NORMAL,NORMAL,LOW
24.81,72.35,1.32,11.17,NORMAL,MEDIUM,MEDIUM,NORMAL
31.85,69.01,1.2,90.41,LOW,LOW,LOW,HIGH
28.17,63.23,1.6,31.15,NORMAL,NORMAL,HIGH,NORMAL
35.8,63.97,1.31,72.15,MEDIUM,NORMAL,MEDIUM,MEDIUM
37.02,70.09,1.47,51.62,MEDIUM,MEDIUM,MEDIUM,LOW
38.64,71.57,1.11,95.54,HIGH,MEDIUM,LOW,HIGH
31.48,60.21,1.57,92.8,LOW,NORMAL,HIGH,HIGH
31.8,68.54,1.14,10.53,LOW,LOW,LOW,NORMAL
25.97,67.44,1.48,74.71,NORMAL,LOW,MEDIUM,MEDIUM
31.18,65.11,1.48,14.79,LOW,NORMAL,MEDIUM,NORMAL
25.22,70.35,1.67,25.7,NORMAL,MEDIUM,HIGH,NORMAL
33.86,60.95,1.19,6.54,LOW,NORMAL,LOW,NORMAL
33.98,69.13,1.32,70.99,LOW,LOW,MEDIUM,MEDIUM
37.38,68.09,1.7,21.95,MEDIUM,LOW,HIGH,NORMAL
26.84,71.92,1.42,56.64,NORMAL,MEDIUM,MEDIUM,LOW
35.08,62.48,1.21,52.8,MEDIUM,NORMAL,LOW,LOW
30.23,73.26,0.94,21.04,LOW,HIGH,NORMAL,NORMAL
34.22,65,1.33,58.68,MEDIUM,NORMAL,MEDIUM,LOW
31.34,71.38,1.03,32.1,LOW,MEDIUM,NORMAL,NORMAL
26.93,70.3,1.2,71.41,NORMAL,MEDIUM,LOW,MEDIUM
32.83,66.49,1.32,69.07,LOW,NORMAL,MEDIUM,LOW
39.51,70.77,0.92,50.91,HIGH,MEDIUM,NORMAL,LOW
28.91,72.34,1.39,5.6,NORMAL,MEDIUM,MEDIUM,NORMAL
29.9,67.31,1.07,54.03,NORMAL,LOW,NORMAL,LOW
30.95,69.34,1.18,32.94,LOW,LOW,LOW,NORMAL
24.74,61.38,0.97,56.18,NORMAL,NORMAL,NORMAL,LOW
36.24,73.31,1.23,6.74,MEDIUM,HIGH,LOW,NORMAL
33.98,61.37,1.44,78.06,LOW,NORMAL,MEDIUM,MEDIUM
24.36,61.17,0.96,91.26,NORMAL,NORMAL,NORMAL,HIGH
29.71,69.33,1.39,95.1,NORMAL,LOW,MEDIUM,HIGH
39.91,68.41,1.44,28.22,HIGH,LOW,MEDIUM,NORMAL
34.12,71.55,1.46,67.96,MEDIUM,MEDIUM,MEDIUM,LOW
33.29,61.2,1.07,87.08,LOW,NORMAL,NORMAL,HIGH
29.5,70.4,1.05,14.07,NORMAL,MEDIUM,NORMAL,NORMAL
38.57,65.05,1.31,96.56,HIGH,NORMAL,MEDIUM,HIGH
31.61,73.93,1.12,53.09,LOW,HIGH,LOW,LOW
30.88,62.83,1.5,63.17,LOW,NORMAL,MEDIUM,LOW
38.83,65.1,1.15,89.49,HIGH,NORMAL,LOW,HIGH
39.42,66.9,1.03,14.36,HIGH,NORMAL,NORMAL,NORMAL
33.81,69.75,1.43,5.24,LOW,LOW,MEDIUM,NORMAL
36.89,73.11,1.59,38.06,MEDIUM,HIGH,HIGH,NORMAL
38.07,65.22,1.27,24.77,HIGH,NORMAL,LOW,NORMAL
37.22,74.03,1.57,51.84,MEDIUM,HIGH,HIGH,LOW
39.37,64.98,1.01,40.78,HIGH,NORMAL,NORMAL,NORMAL
30.58,70.99,1.17,58.78,LOW,MEDIUM,LOW,LOW
34.81,64.79,0.93,75.78,MEDIUM,NORMAL,NORMAL,MEDIUM
33.82,60.52,1.65,26.75,LOW,NORMAL,HIGH,NORMAL
36.68,68.92,1.49,66.62,MEDIUM,LOW,MEDIUM,LOW
27.28,67.72,1.01,92.22,NORMAL,LOW,NORMAL,HIGH
29.82,68.74,1.19,64.24,NORMAL,LOW,LOW,LOW
33.93,73.1,1.04,19.6,LOW,HIGH,NORMAL,NORMAL
28.94,64.8,1.65,46.94,NORMAL,NORMAL,HIGH,NORMAL
31.93,62.37,1.33,31.78,LOW,NORMAL,MEDIUM,NORMAL
30.65,65.7,1.46,72.25,LOW,NORMAL,MEDIUM,MEDIUM
33.51,63.49,1.01,84.49,LOW,NORMAL,NORMAL,MEDIUM
34.69,67.26,1.56,88.17,MEDIUM,LOW,HIGH,HIGH
34.27,71.23,1.6,58.43,MEDIUM,MEDIUM,HIGH,LOW
32.69,66.4,1.44,24.66,LOW,NORMAL,MEDIUM,NORMAL
26.22,61.96,1.41,63.97,NORMAL,NORMAL,MEDIUM,LOW
28.89,62.89,1.31,78.04,NORMAL,NORMAL,MEDIUM,MEDIUM
26.03,70.71,1.33,96.38,NORMAL,MEDIUM,MEDIUM,HIGH
36.32,69.5,1.57,37.62,MEDIUM,LOW,HIGH,NORMAL
34.03,74.25,1.45,99.32,MEDIUM,HIGH,MEDIUM,HIGH
26.66,72.8,1.07,23.22,NORMAL,MEDIUM,NORMAL,NORMAL
31.17,60.11,1.37,43.24,LOW,NORMAL,MEDIUM,NORMAL
33.23,62.29,1.42,62.73,LOW,NORMAL,MEDIUM,LOW
37.98,62.28,1.51,83.43,MEDIUM,NORMAL,HIGH,MEDIUM
39.97,71.97,1.22,35.68,HIGH,MEDIUM,LOW,NORMAL
37.24,66.3,1.04,80.03,MEDIUM,NORMAL,NORMAL,MEDIUM
27.06,72.2,1.1,41.1,NORMAL,MEDIUM,NORMAL,NORMAL
26.48,71.75,1.35,17.54,NORMAL,MEDIUM,MEDIUM,NORMAL
26.85,60.12,1.11,55.28,NORMAL,NORMAL,LOW,LOW
28.66,74.09,1.04,45.58,NORMAL,HIGH,NORMAL,NORMAL
33.23,66.98,1.4,25.37,LOW,NORMAL,MEDIUM,NORMAL
34.03,72.63,1.65,99.61,MEDIUM,MEDIUM,HIGH,HIGH
35.28,70.73,1.2,6.25,MEDIUM,MEDIUM,LOW,NORMAL
27.58,62.52,1.5,65.57,NORMAL,NORMAL,MEDIUM,LOW
26.05,69.49,1.3,66.87,NORMAL,LOW,LOW,LOW
35.72,65.06,1.48,12.01,MEDIUM,NORMAL,MEDIUM,NORMAL
31.1,68.36,1.61,51.28,LOW,LOW,HIGH,LOW
39.68,73.67,1.12,96.62,HIGH,HIGH,LOW,HIGH
29.17,62.19,1.65,24.2,NORMAL,NORMAL,HIGH,NORMAL
27.99,64.15,0.91,90.83,NORMAL,NORMAL,NORMAL,HIGH
31.98,65.87,1.43,23.3,LOW,NORMAL,MEDIUM,NORMAL
32.84,61.84,0.99,69.48,LOW,NORMAL,NORMAL,LOW
37.27,74.47,1.65,77.31,MEDIUM,HIGH,HIGH,MEDIUM
25.14,61.08,1.59,37.83,NORMAL,NORMAL,HIGH,NORMAL
27.43,63.45,1.23,40.89,NORMAL,NORMAL,LOW,NORMAL
25.02,60.4,1.51,98.17,NORMAL,NORMAL,HIGH,HIGH
27.57,65.4,0.98,74.85,NORMAL,NORMAL,NORMAL,MEDIUM
27.63,62.72,1.35,57.27,NORMAL,NORMAL,MEDIUM,LOW
31.32,70.41,1.13,68.98,LOW,MEDIUM,LOW,LOW
37.08,70.18,1.14,69.49,MEDIUM,MEDIUM,LOW,LOW
38.09,71.32,1.13,33.37,HIGH,MEDIUM,LOW,NORMAL
27.67,71.8,0.98,38.13,NORMAL,MEDIUM,NORMAL,NORMAL
39.96,74.32,1.18,71.04,HIGH,HIGH,LOW,MEDIUM
30.87,70.53,1.15,33.23,LOW,MEDIUM,LOW,NORMAL
24.16,69.18,0.96,31.62,NORMAL,LOW,NORMAL,NORMAL
31.31,69.51,1.36,86.49,LOW,LOW,MEDIUM,HIGH
30.66,61.06,1.49,64.24,LOW,NORMAL,MEDIUM,LOW
39.59,65.13,1.6,99.09,HIGH,NORMAL,HIGH,HIGH
33.7,73.56,1.52,56.01,LOW,HIGH,HIGH,LOW
29.59,67.88,1.53,88.11,NORMAL,LOW,HIGH,HIGH
33,72.53,1.18,44.67,LOW,MEDIUM,LOW,NORMAL
30.93,71.5,1.18,68.47,LOW,MEDIUM,LOW,LOW
28.02,67.69,1.4,53.56,NORMAL,LOW,MEDIUM,LOW
33.34,67.72,1.22,21.46,LOW,LOW,LOW,NORMAL
38.15,70.73,1.1,63.67,HIGH,MEDIUM,NORMAL,LOW
26.36,61.28,0.92,67.17,NORMAL,NORMAL,NORMAL,LOW
24.42,61.48,1.2,52.12,NORMAL,NORMAL,LOW,LOW
39.12,74.73,0.91,99.12,HIGH,HIGH,NORMAL,HIGH
39.13,73.42,1.4,10.15,HIGH,HIGH,MEDIUM,NORMAL
35.84,73.86,1.68,19.63,MEDIUM,HIGH,HIGH,NORMAL
29.04,64.77,1.24,47.01,NORMAL,NORMAL,LOW,NORMAL
25.23,66.95,1.02,86.41,NORMAL,NORMAL,NORMAL,HIGH
31.05,63.3,1.46,89.52,LOW,NORMAL,MEDIUM,HIGH
28.97,63.96,1.62,43.33,NORMAL,NORMAL,HIGH,NORMAL
26.41,65.84,1.07,51.29,NORMAL,NORMAL,NORMAL,LOW
35.65,66.71,1.46,68.76,MEDIUM,NORMAL,MEDIUM,LOW
29.88,64.76,1.47,32.15,NORMAL,NORMAL,MEDIUM,NORMAL
24.87,69.74,1.35,84.67,NORMAL,LOW,MEDIUM,MEDIUM
29.58,72.25,1.41,53.12,NORMAL,MEDIUM,MEDIUM,LOW
28.38,61.8,1.04,6.79,NORMAL,NORMAL,NORMAL,NORMAL
34.98,63.66,1.21,90.19,MEDIUM,NORMAL,LOW,HIGH
33.89,70.52,1.6,80.12,LOW,MEDIUM,HIGH,MEDIUM
26.2,66.87,1.65,77.22,NORMAL,NORMAL,HIGH,MEDIUM
30.48,73.28,1.5,68.68,LOW,HIGH,MEDIUM,LOW
27.03,64.51,1.31,42.4,NORMAL,NORMAL,MEDIUM,NORMAL
24.02,67.31,0.93,25.64,NORMAL,LOW,NORMAL,NORMAL
24.79,65.31,1.27,52.96,NORMAL,NORMAL,LOW,LOW
30.02,60.83,1.62,92.51,LOW,NORMAL,HIGH,HIGH
39.4,70.04,1.11,55.81,HIGH,MEDIUM,LOW,LOW
37.6,69.75,1.69,38.65,MEDIUM,LOW,HIGH,NORMAL
36.54,72.75,0.93,30.34,MEDIUM,MEDIUM,NORMAL,NORMAL
35.88,63.51,1.1,93.58,MEDIUM,NORMAL,NORMAL,HIGH
35.94,63.99,1.57,59.04,MEDIUM,NORMAL,HIGH,LOW
30.71,63.9,0.96,55.82,LOW,NORMAL,NORMAL,LOW
35.21,60.72,0.91,9.21,MEDIUM,NORMAL,NORMAL,NORMAL
28.66,65.05,1.39,61.86,NORMAL,NORMAL,MEDIUM,LOW
36.21,66.07,1.69,65.91,MEDIUM,NORMAL,HIGH,LOW
32.39,65.32,1.28,28.2,LOW,NORMAL,LOW,NORMAL
38.6,74.81,1.29,94.15,HIGH,HIGH,LOW,HIGH
35.64,71.33,1.17,21.2,MEDIUM,MEDIUM,LOW,NORMAL
32.56,66.7,1.07,45.37,LOW,NORMAL,NORMAL,NORMAL
26.31,69.8,1.06,8.15,NORMAL,LOW,NORMAL,NORMAL
26.92,67.95,1.43,89.66,NORMAL,LOW,MEDIUM,HIGH
29.86,68.43,1.67,23.33,NORMAL,LOW,HIGH,NORMAL
31.02,61,1,98.22,LOW,NORMAL,NORMAL,HIGH
25.38,65.71,0.95,9.89,NORMAL,NORMAL,NORMAL,NORMAL
26.11,66.71,1.56,9.03,NORMAL,NORMAL,HIGH,NORMAL
39.21,64.92,1.45,7.31,HIGH,NORMAL,MEDIUM,NORMAL
32.75,73.82,1.63,28.1,LOW,HIGH,HIGH,NORMAL
39.29,64.93,1.04,82.53,HIGH,NORMAL,NORMAL,MEDIUM
38.59,68.21,1.04,68.94,HIGH,LOW,NORMAL,LOW
36.77,71.32,1.01,96.93,MEDIUM,MEDIUM,NORMAL,HIGH
29.94,70.05,1.29,69.79,NORMAL,MEDIUM,LOW,LOW
31.73,60.53,0.95,8.61,LOW,NORMAL,NORMAL,NORMAL
37.64,65.48,1.67,57.09,MEDIUM,NORMAL,HIGH,LOW
32.94,63.38,1.52,62.13,LOW,NORMAL,HIGH,LOW
34.75,70.74,0.94,78.58,MEDIUM,MEDIUM,NORMAL,MEDIUM
39.39,69.6,0.91,39.83,HIGH,LOW,NORMAL,NORMAL
34.7,61.94,1.18,38.83,MEDIUM,NORMAL,LOW,NORMAL
25.3,60.68,1.42,45.56,NORMAL,NORMAL,MEDIUM,NORMAL
38.86,61.93,1.01,60.58,HIGH,NORMAL,NORMAL,LOW
31.81,62.67,1.15,77.76,LOW,NORMAL,LOW,MEDIUM
36.71,63.63,1.3,68.27,MEDIUM,NORMAL,LOW,LOW
30.8,62.94,1.35,55.49,LOW,NORMAL,MEDIUM,LOW
37.58,72.86,1.43,14.73,MEDIUM,MEDIUM,MEDIUM,NORMAL
30.02,65.19,1.54,51.56,LOW,NORMAL,HIGH,LOW
30.96,74.37,1.18,91.5,LOW,HIGH,LOW,HIGH
25.37,73.31,1.38,19.03,NORMAL,HIGH,MEDIUM,NORMAL
38.79,67.18,1.02,15.98,HIGH,LOW,NORMAL,NORMAL
30.02,63.21,1.41,50.17,LOW,NORMAL,MEDIUM,LOW
33.85,61.18,1.42,30.12,LOW,NORMAL,MEDIUM,NORMAL
37.41,60.66,1.15,67.35,MEDIUM,NORMAL,LOW,LOW
29.3,68.84,1.23,86.87,NORMAL,LOW,LOW,HIGH
29.18,72.31,1.21,78.6,NORMAL,MEDIUM,LOW,MEDIUM
34.75,73.8,0.92,16.25,MEDIUM,HIGH,NORMAL,NORMAL
35.96,62.42,1.39,48.51,MEDIUM,NORMAL,MEDIUM,NORMAL
33.01,64.92,1.21,20.57,LOW,NORMAL,LOW,NORMAL
25.99,67.52,1.2,35.38,NORMAL,LOW,LOW,NORMAL
39.16,65.76,1.04,64.94,HIGH,NORMAL,NORMAL,LOW
38.68,65.61,1.52,26,HIGH,NORMAL,HIGH,NORMAL
38.16,71.6,0.95,27.73,HIGH,MEDIUM,NORMAL,NORMAL
39.72,66.45,1.62,34.44,HIGH,NORMAL,HIGH,NORMAL
39.92,73.83,1.37,10.67,HIGH,HIGH,MEDIUM,NORMAL
33.82,61.87,1.02,38.1,LOW,NORMAL,NORMAL,NORMAL
35.01,74.33,1.42,74,MEDIUM,HIGH,MEDIUM,MEDIUM
38.64,73.73,1.03,82.46,HIGH,HIGH,NORMAL,MEDIUM
31,65.51,1.2,54.15,LOW,NORMAL,LOW,LOW
27.04,70.16,0.98,33.32,NORMAL,MEDIUM,NORMAL,NORMAL
28.78,66.36,1.16,33.39,NORMAL,NORMAL,LOW,NORMAL
38.97,62.2,1.37,83.84,HIGH,NORMAL,MEDIUM,MEDIUM
30.89,72.29,1.53,66.91,LOW,MEDIUM,HIGH,LOW
31.38,65.56,1.38,27.74,LOW,NORMAL,MEDIUM,NORMAL
30.47,66.6,1.19,7.29,LOW,NORMAL,LOW,NORMAL
30.25,73.18,1.64,54.12,LOW,HIGH,HIGH,LOW
36.77,64.77,1.04,93.93,MEDIUM,NORMAL,NORMAL,HIGH
25.74,66.19,1.58,58.05,NORMAL,NORMAL,HIGH,LOW
25.96,68.27,1.49,21.55,NORMAL,LOW,MEDIUM,NORMAL
39.38,62.56,1.45,35.24,HIGH,NORMAL,MEDIUM,NORMAL
30.74,61.28,1.25,25.35,LOW,NORMAL,LOW,NORMAL
28.05,67.05,1.48,39.18,NORMAL,LOW,MEDIUM,NORMAL
34.25,62.03,1.06,36.48,MEDIUM,NORMAL,NORMAL,NORMAL
32.32,66.75,1.57,49.41,LOW,NORMAL,HIGH,NORMAL
35.01,61.16,1.3,21.04,MEDIUM,NORMAL,LOW,NORMAL
28.53,65.87,1.41,6.2,NORMAL,NORMAL,MEDIUM,NORMAL
32.16,72.83,0.93,34.11,LOW,MEDIUM,NORMAL,NORMAL
36.5,62.69,1.56,55.07,MEDIUM,NORMAL,HIGH,LOW
26.76,64.81,1.39,73.65,NORMAL,NORMAL,MEDIUM,MEDIUM
25.54,64.61,1.09,19.57,NORMAL,NORMAL,NORMAL,NORMAL
33.21,73.89,1.55,73.12,LOW,HIGH,HIGH,MEDIUM
32.92,62.05,0.98,81.84,LOW,NORMAL,NORMAL,MEDIUM
36.21,67.06,1.08,99.39,MEDIUM,LOW,NORMAL,HIGH
37.6,71.88,0.91,9.5,MEDIUM,MEDIUM,NORMAL,NORMAL
33.56,72.45,0.92,11.37,LOW,MEDIUM,NORMAL,NORMAL
35.17,69.48,1.49,80.86,MEDIUM,LOW,MEDIUM,MEDIUM
36.09,67.71,1.34,35.37,MEDIUM,LOW,MEDIUM,NORMAL
38.08,69.25,0.93,50.25,HIGH,LOW,NORMAL,LOW
35.63,63.86,1.17,93.68,MEDIUM,NORMAL,LOW,HIGH
36.13,71.98,1.43,11.55,MEDIUM,MEDIUM,MEDIUM,NORMAL
29.61,74.59,1.47,51.46,NORMAL,HIGH,MEDIUM,LOW
35.88,60.7,1.29,61.29,MEDIUM,NORMAL,LOW,LOW
29.32,74.98,1.3,34.14,NORMAL,HIGH,LOW,NORMAL
30.51,61.33,1.59,33,LOW,NORMAL,HIGH,NORMAL
39.07,61.74,1.51,97.5,HIGH,NORMAL,HIGH,HIGH
25.71,64.1,1.61,85.55,NORMAL,NORMAL,HIGH,HIGH
34.49,71.05,1.13,5.81,MEDIUM,MEDIUM,LOW,NORMAL
29.31,61.27,1.68,70.91,NORMAL,NORMAL,HIGH,MEDIUM
26.21,67.59,1.15,92.35,NORMAL,LOW,LOW,HIGH
24.88,63.2,1.58,12.95,NORMAL,NORMAL,HIGH,NORMAL
26.92,73.97,1.63,22.22,NORMAL,HIGH,HIGH,NORMAL
29.7,65.93,1.19,86.39,NORMAL,NORMAL,LOW,HIGH
29.99,60.29,1,13.87,NORMAL,NORMAL,NORMAL,NORMAL
29.09,68.3,0.94,30.85,NORMAL,LOW,NORMAL,NORMAL
29.82,62.52,1.21,67.55,NORMAL,NORMAL,LOW,LOW
30.5,64.23,1.66,60.64,LOW,NORMAL,HIGH,LOW
29.29,63.69,1.43,79.18,NORMAL,NORMAL,MEDIUM,MEDIUM
25,68.97,0.94,61.09,NORMAL,LOW,NORMAL,LOW
28.89,69.23,1.19,99.16,NORMAL,LOW,LOW,HIGH
34.48,69.2,1.2,50.62,MEDIUM,LOW,LOW,LOW
36.8,73.43,0.98,68.49,MEDIUM,HIGH,NORMAL,LOW
29.14,60.37,1.5,53.51,NORMAL,NORMAL,MEDIUM,LOW
25.55,62.71,1.26,66.48,NORMAL,NORMAL,LOW,LOW
27.44,72.06,0.92,51.37,NORMAL,MEDIUM,NORMAL,LOW
32.03,62.13,1.06,22.17,LOW,NORMAL,NORMAL,NORMAL
35.35,72.5,1.61,39.78,MEDIUM,MEDIUM,HIGH,NORMAL
24.33,73.56,1.26,6.85,NORMAL,HIGH,LOW,NORMAL
28.08,70.14,1.5,77.78,NORMAL,MEDIUM,MEDIUM,MEDIUM
30.28,69.07,1.43,41.05,LOW,LOW,MEDIUM,NORMAL
37.33,60.36,1.59,79.75,MEDIUM,NORMAL,HIGH,MEDIUM
38.19,74.22,1.39,79.2,HIGH,HIGH,MEDIUM,MEDIUM
28.57,67.35,1.3,85.19,NORMAL,LOW,LOW,HIGH
39.12,66.34,1.54,73.9,HIGH,NORMAL,HIGH,MEDIUM
38.52,67,1.09,23.59,HIGH,NORMAL,NORMAL,NORMAL
29.8,68.6,1.46,57.54,NORMAL,LOW,MEDIUM,LOW
26.22,60.93,1.37,13.87,NORMAL,NORMAL,MEDIUM,NORMAL
33.86,73.73,1.04,74.73,LOW,HIGH,NORMAL,MEDIUM
39.96,72.5,1.4,56.93,HIGH,MEDIUM,MEDIUM,LOW
35.69,63.53,1.07,35.27,MEDIUM,NORMAL,NORMAL,NORMAL
24.97,62.66,1.69,61.03,NORMAL,NORMAL,HIGH,LOW
39.24,71.9,0.95,5.45,HIGH,MEDIUM,NORMAL,NORMAL
36.18,68.71,1,59.32,MEDIUM,LOW,NORMAL,LOW
28.42,61.1,1.49,38.65,NORMAL,NORMAL,MEDIUM,NORMAL
31.61,74.77,1.7,84.17,LOW,HIGH,HIGH,MEDIUM
33.39,60.63,1.53,69.39,LOW,NORMAL,HIGH,LOW
36.91,68.96,1.56,48.73,MEDIUM,LOW,HIGH,NORMAL
27.78,72.16,1.39,15.47,NORMAL,MEDIUM,MEDIUM,NORMAL
34.32,70.68,1.26,49.64,MEDIUM,MEDIUM,LOW,NORMAL
34.92,72.32,1.22,93.72,MEDIUM,MEDIUM,LOW,HIGH
27.47,60.3,1.3,72.51,NORMAL,NORMAL,LOW,MEDIUM
28.22,67.94,0.94,9.42,NORMAL,LOW,NORMAL,NORMAL
28.38,74.51,1.1,85.37,NORMAL,HIGH,NORMAL,HIGH
30.65,73.04,1.05,41.65,LOW,HIGH,NORMAL,NORMAL
35.4,61.79,0.93,26.31,MEDIUM,NORMAL,NORMAL,NORMAL
34.41,67.8,1.17,95.72,MEDIUM,LOW,LOW,HIGH
28.47,67.04,1.36,10.59,NORMAL,LOW,MEDIUM,NORMAL
34.19,66.83,1.37,62.08,MEDIUM,NORMAL,MEDIUM,LOW
24.24,60.56,1.46,82.22,NORMAL,NORMAL,MEDIUM,MEDIUM
24.93,63.11,1.04,68.34,NORMAL,NORMAL,NORMAL,LOW
27.12,63.03,0.97,23.18,NORMAL,NORMAL,NORMAL,NORMAL
24.43,72.35,1.19,70.29,NORMAL,MEDIUM,LOW,MEDIUM
24.73,65.77,1.11,69.03,NORMAL,NORMAL,LOW,LOW
29.43,67.98,0.92,97.15,NORMAL,LOW,NORMAL,HIGH
25.92,61.18,1.41,36.98,NORMAL,NORMAL,MEDIUM,NORMAL
33.82,61.88,1.64,46.57,LOW,NORMAL,HIGH,NORMAL
36.18,74.63,1.59,70.81,MEDIUM,HIGH,HIGH,MEDIUM
34.59,72.55,1.59,90.75,MEDIUM,MEDIUM,HIGH,HIGH
39.41,72.18,1.02,90.88,HIGH,MEDIUM,NORMAL,HIGH
33.13,60.01,1.24,7.74,LOW,NORMAL,LOW,NORMAL
28.18,64.3,1.45,67.87,NORMAL,NORMAL,MEDIUM,LOW
24.26,69.93,1.21,64.46,NORMAL,LOW,LOW,LOW
37.27,69.59,1.25,14.27,MEDIUM,LOW,LOW,NORMAL
35.67,72.86,1.06,16.22,MEDIUM,MEDIUM,NORMAL,NORMAL
29.13,73.06,1.02,38.85,NORMAL,HIGH,NORMAL,NORMAL
35.17,71.13,1.52,14.45,MEDIUM,MEDIUM,HIGH,NORMAL
30.96,65.18,0.97,66.11,LOW,NORMAL,NORMAL,LOW
39.01,65.08,1.15,24.05,HIGH,NORMAL,LOW,NORMAL
26.78,66.84,1.54,48.72,NORMAL,NORMAL,HIGH,NORMAL
24.26,64.18,1.68,25.08,NORMAL,NORMAL,HIGH,NORMAL
35.83,62.69,1.34,61.39,MEDIUM,NORMAL,MEDIUM,LOW
33.76,65.11,1.39,29.59,LOW,NORMAL,MEDIUM,NORMAL
36.76,71.95,1.4,98.19,MEDIUM,MEDIUM,MEDIUM,HIGH
29.02,67.33,1.68,47.64,NORMAL,LOW,HIGH,NORMAL
31.33,69.58,1.65,16.9,LOW,LOW,HIGH,NORMAL
30.47,70.09,1.32,93.13,LOW,MEDIUM,MEDIUM,HIGH
38.63,74.97,1.3,72.74,HIGH,HIGH,LOW,MEDIUM
39.84,70.61,1.14,12.89,HIGH,MEDIUM,LOW,NORMAL
26.81,66.77,1.31,98.52,NORMAL,NORMAL,MEDIUM,HIGH
34.8,64.7,0.99,99.48,MEDIUM,NORMAL,NORMAL,HIGH
30.74,64.79,1.58,80.51,LOW,NORMAL,HIGH,MEDIUM
30.3,74.77,0.97,21.67,LOW,HIGH,NORMAL,NORMAL
24.88,73.2,0.98,98.95,NORMAL,HIGH,NORMAL,HIGH
28.99,68.67,1.35,26.68,NORMAL,LOW,MEDIUM,NORMAL
38.27,72.86,1.44,32.93,HIGH,MEDIUM,MEDIUM,NORMAL
30.67,64.46,1.51,89.87,LOW,NORMAL,HIGH,HIGH
25.47,70.75,1.65,91.5,NORMAL,MEDIUM,HIGH,HIGH
29.67,69.94,1.34,40.02,NORMAL,LOW,MEDIUM,NORMAL
33.95,62.3,0.94,42.3,LOW,NORMAL,NORMAL,NORMAL
38.91,69.95,1.31,89.33,HIGH,LOW,MEDIUM,HIGH
36.68,70.43,1.69,94.55,MEDIUM,MEDIUM,HIGH,HIGH
32.44,69.25,1.56,85.18,LOW,LOW,HIGH,HIGH
38.25,61.09,1.01,99.99,HIGH,NORMAL,NORMAL,HIGH
37.95,67.23,0.92,98.32,MEDIUM,LOW,NORMAL,HIGH
36.1,70.69,1.26,17.96,MEDIUM,MEDIUM,LOW,NORMAL
38.43,71.11,0.91,44.92,HIGH,MEDIUM,NORMAL,NORMAL
37.51,70.78,1.16,98.92,MEDIUM,MEDIUM,LOW,HIGH
37.48,64.17,1.34,7.02,MEDIUM,NORMAL,MEDIUM,NORMAL
36.98,72.26,1.6,36.15,MEDIUM,MEDIUM,HIGH,NORMAL
27.63,73.48,1.12,32.64,NORMAL,HIGH,LOW,NORMAL
29.23,64.17,1.34,66.13,NORMAL,NORMAL,MEDIUM,LOW
33.52,67.1,1.46,89.56,LOW,LOW,MEDIUM,HIGH
39.38,73.42,1.65,7.49,HIGH,HIGH,HIGH,NORMAL
38.75,64.78,1.09,69.03,HIGH,NORMAL,NORMAL,LOW
31.6,69.49,1.65,21.04,LOW,LOW,HIGH,NORMAL
31.55,60.57,1.46,79.02,LOW,NORMAL,MEDIUM,MEDIUM
38.29,65.47,1.37,8.52,HIGH,NORMAL,MEDIUM,NORMAL
26.91,67.51,1.2,65.41,NORMAL,LOW,LOW,LOW
34.76,60.1,1.51,31.95,MEDIUM,NORMAL,HIGH,NORMAL
29.57,60.25,1.05,95.65,NORMAL,NORMAL,NORMAL,HIGH
37.28,64.78,1.47,80.21,MEDIUM,NORMAL,MEDIUM,MEDIUM
27.68,61.13,1.26,82.78,NORMAL,NORMAL,LOW,MEDIUM
36.02,65.51,1.37,22.58,MEDIUM,NORMAL,MEDIUM,NORMAL
30.88,70.14,1.57,27.24,LOW,MEDIUM,HIGH,NORMAL
25.61,72.11,1.48,43.96,NORMAL,MEDIUM,MEDIUM,NORMAL
35.02,64.22,1.07,85.63,MEDIUM,NORMAL,NORMAL,HIGH
29.57,64.69,1.54,89.83,NORMAL,NORMAL,HIGH,HIGH
27.58,64.68,1.12,59.67,NORMAL,NORMAL,LOW,LOW
27.1,66.55,1.07,67.89,NORMAL,NORMAL,NORMAL,LOW
38.68,68.12,1.38,99.5,HIGH,LOW,MEDIUM,HIGH
29.13,64.24,1.3,63.3,NORMAL,NORMAL,LOW,LOW
37.22,63.36,1.09,18.95,MEDIUM,NORMAL,NORMAL,NORMAL
